player_id,avg,ab,do,tr,hr,rbi,bb,so,sb,cs,slg,obp,deck,team
1098,0.367,491,22,8,4,60,94,23,56,20,0.468,0.476,Hall of Fame,Philadelphia Phillies
1099,0.318,408,25,5,20,82,45,46,2,1,0.55,0.389,Hall of Fame,Chicago Cubs
1100,0.381,516,41,10,16,118,63,29,6,5,0.589,0.451,Hall of Fame,Detroit Tigers
1101,0.301,499,25,4,16,56,100,69,83,19,0.465,0.42,Hall of Fame,Oakland Athletics
1102,0.324,595,42,8,5,73,53,26,6,6,0.446,0.381,Hall of Fame,Chicago Cubs
1103,0.323,459,18,10,4,60,66,20,32,11,0.428,0.414,Hall of Fame,Chicago American Giants
1104,0.307,515,28,9,7,58,70,26,20,14,0.438,0.395,Hall of Fame,Boston Red Sox
1105,0.397,538,42,12,29,120,78,43,7,10,0.681,0.475,Hall of Fame,St. Louis Cardinals
1109,0.295,346,13,4,14,62,48,30,4,1,0.48,0.384,Hall of Fame,Newark Eagles
1110,0.287,518,27,2,36,106,83,125,13,5,0.554,0.388,Hall of Fame,Oakland Athletics
1111,0.311,500,25,9,12,79,33,40,7,5,0.466,0.355,Hall of Fame,New York Giants
1113,0.342,475,25,9,2,93,35,20,30,11,0.446,0.425,Hall of Fame,Baltimore Orioles
1114,0.339,547,30,11,6,65,33,35,14,9,0.469,0.383,Hall of Fame,Hilldale Daisies
1117,0.316,520,27,5,26,95,72,50,8,3,0.539,0.399,Hall of Fame,Detroit Tigers
1119,0.381,562,19,13,2,68,36,9,34,12,0.474,0.427,Hall of Fame,New York Yankees
1120,0.323,513,34,5,7,74,55,21,4,4,0.448,0.392,Hall of Fame,Detroit Tigers
1121,0.349,461,29,15,6,95,73,29,32,12,0.52,0.445,Hall of Fame,Baltimore Orioles
1122,0.312,542,32,6,16,101,36,56,7,4,0.483,0.358,Hall of Fame,New York Giants
1123,0.341,409,26,8,6,68,42,27,40,15,0.489,0.403,Hall of Fame,Chicago White Stockings
1124,0.274,547,20,2,45,115,111,104,1,1,0.562,0.396,Hall of Fame,Minnesota Twins
1125,0.285,546,21,4,44,115,114,72,3,1,0.58,0.411,Hall of Fame,Pittsburgh Pirates
1126,0.351,567,40,8,31,119,49,47,8,7,0.614,0.404,Hall of Fame,Philadelphia Phillies
1128,0.375,525,45,12,7,97,28,23,23,12,0.544,0.415,Hall of Fame,Cleveland Indians
1129,0.305,503,29,5,17,69,64,50,29,5,0.485,0.385,Hall of Fame,Cincinnati Reds
1130,0.311,523,30,11,15,105,70,61,12,8,0.495,0.394,Hall of Fame,New York Yankees
1132,0.344,543,35,11,24,110,96,32,11,9,0.581,0.443,Hall of Fame,Homestead Grays
1133,0.328,536,30,8,11,76,34,25,10,6,0.474,0.37,Hall of Fame,New York Giants
1134,0.358,557,31,7,6,63,47,22,21,12,0.474,0.411,Hall of Fame,New York Lincoln Giants
1135,0.33,376,20,1,14,68,29,13,1,2,0.499,0.383,Hall of Fame,Cincinnati Reds
1137,0.353,496,31,11,12,83,49,60,17,11,0.532,0.416,Hall of Fame,Hilldale Giants
1139,0.324,486,22,5,41,107,121,98,11,2,0.638,0.458,Hall of Fame,New York Yankees
1140,0.355,586,42,13,10,96,36,23,9,5,0.523,0.395,Hall of Fame,Washington Senators
1141,0.281,575,23,11,2,51,46,34,18,12,0.367,0.336,Hall of Fame,Boston Braves
1144,0.295,549,23,7,40,109,99,86,5,3,0.578,0.402,Hall of Fame,Milwaukee Braves
1146,0.323,584,27,11,43,113,76,66,21,6,0.628,0.4,Hall of Fame,San Francisco Giants
1147,0.27,581,24,6,12,70,31,55,2,2,0.397,0.307,Hall of Fame,Pittsburgh Pirates
1148,0.316,528,22,6,5,86,56,17,31,11,0.41,0.388,Hall of Fame,Boston Braves
1149,0.29,510,23,4,39,105,88,94,1,2,0.576,0.397,Hall of Fame,San Francisco Giants
1151,0.287,495,19,11,4,67,63,31,30,11,0.393,0.374,Hall of Fame,Cincinnati Red Stockings
1152,0.339,608,48,11,20,122,36,49,3,3,0.556,0.378,Hall of Fame,St. Louis Cardinals
1153,0.233,218,12,2,2,26,25,32,15,8,0.335,0.313,Hall of Fame,Cuban Stars
1154,0.327,537,31,8,34,113,76,44,3,1,0.605,0.415,Hall of Fame,St. Louis Cardinals
1155,0.325,586,34,7,16,79,70,66,31,7,0.488,0.396,Hall of Fame,Milwaukee Brewers
1156,0.299,513,27,4,21,81,113,55,55,11,0.488,0.425,Hall of Fame,Cincinnati Reds
1157,0.307,551,29,2,29,106,75,72,6,2,0.527,0.388,Hall of Fame,Baltimore Orioles
1158,0.348,498,36,9,29,100,80,31,3,4,0.629,0.438,Hall of Fame,St. Louis Cardinals
1162,0.341,403,26,6,3,58,24,17,16,10,0.459,0.38,Hall of Fame,New York Giants
1163,0.326,553,31,6,34,128,102,43,6,2,0.59,0.434,Hall of Fame,New York Giants
1167,0.293,564,31,4,27,107,62,115,4,2,0.506,0.361,Hall of Fame,Cincinnati Reds
1170,0.332,602,38,4,22,103,37,81,11,6,0.517,0.372,Hall of Fame,Minnesota Twins
1172,0.285,555,25,6,11,69,91,62,14,7,0.412,0.387,Hall of Fame,Brooklyn Dodgers
1173,0.315,617,31,7,33,117,53,106,4,3,0.547,0.371,Hall of Fame,Boston Red Sox
1174,0.337,626,34,13,2,73,46,16,26,14,0.439,0.385,Hall of Fame,Washington Senators
1175,0.298,606,34,3,25,93,65,67,2,2,0.49,0.365,Hall of Fame,Baltimore Orioles
1177,0.288,543,24,7,4,57,60,35,14,5,0.378,0.364,Hall of Fame,New York Yankees
1179,0.289,603,28,4,21,92,50,53,2,1,0.455,0.342,Hall of Fame,Baltimore Orioles
1180,0.316,536,32,5,36,112,78,75,13,5,0.596,0.408,Hall of Fame,Cincinnati Reds
1181,0.322,516,32,6,15,87,78,29,21,8,0.497,0.419,Hall of Fame,Brooklyn Dodgers
1182,0.367,367,19,11,11,57,44,44,18,10,0.57,0.442,Hall of Fame,Kansas City Monarchs
1183,0.343,501,25,15,5,76,32,15,21,18,0.484,0.386,Hall of Fame,Cincinnati Reds
1186,0.375,517,36,9,50,148,145,79,11,11,0.771,0.514,Hall of Fame,New York Yankees
1188,0.301,598,30,6,26,84,62,87,27,7,0.504,0.365,Hall of Fame,Chicago Cubs
1189,0.292,590,24,6,29,104,86,97,3,4,0.502,0.38,Hall of Fame,Chicago Cubs
1190,0.324,446,20,7,8,71,35,58,14,11,0.451,0.382,Hall of Fame,Hilldale Daisies
1191,0.273,385,16,3,1,47,53,23,13,7,0.335,0.366,Hall of Fame,Chicago White Sox
1192,0.283,511,26,4,38,107,95,103,9,5,0.575,0.395,Hall of Fame,Philadelphia Phillies
1193,0.308,589,32,6,8,61,45,21,4,3,0.42,0.358,Hall of Fame,St. Louis Cardinals
1195,0.326,580,41,7,3,93,69,10,8,6,0.435,0.404,Hall of Fame,Cleveland Indians
1196,0.368,549,37,11,26,135,37,42,5,4,0.617,0.409,Hall of Fame,Philadelphia Athletics
1197,0.371,564,33,15,9,87,36,20,36,13,0.531,0.412,Hall of Fame,St. Louis Browns
1198,0.313,538,27,12,14,95,70,32,6,4,0.483,0.395,Hall of Fame,St. Louis Cardinals
1200,0.282,529,25,3,2,51,72,31,39,8,0.352,0.368,Hall of Fame,St. Louis Cardinals
1201,0.313,536,30,6,37,111,80,90,8,5,0.599,0.402,Hall of Fame,Brooklyn Dodgers
1204,0.381,518,46,11,9,91,81,16,24,11,0.564,0.469,Hall of Fame,Cleveland Indians
1205,0.301,490,30,2,34,106,68,120,1,1,0.583,0.388,Hall of Fame,Pittsburgh Pirates
1206,0.362,573,37,17,36,126,63,69,19,13,0.674,0.432,Hall of Fame,Detroit Stars
1208,0.366,524,40,14,35,109,50,84,8,7,0.695,0.423,Hall of Fame,Newark Eagles
1210,0.33,538,28,11,7,67,50,15,7,6,0.461,0.393,Hall of Fame,Indianapolis ABCs
1211,0.355,606,37,12,17,11,51,38,5,6,0.538,0.405,Hall of Fame,New York Giants
1212,0.331,520,33,0,38,122,118,76,2,2,0.618,0.452,Hall of Fame,Chicago White Sox
1213,0.354,505,31,16,10,121,39,19,15,9,0.542,0.406,Hall of Fame,Philadelphia Phillies
1214,0.281,495,23,10,3,66,30,29,24,14,0.387,0.322,Hall of Fame,Chicago Cubs
1215,0.355,511,36,12,11,88,72,44,21,12,0.538,0.44,Hall of Fame,Chicago American Giants
1216,0.341,557,29,12,6,105,35,15,13,10,0.469,0.383,Hall of Fame,Pittsburgh Pirates
1218,0.332,512,29,11,10,78,83,22,7,5,0.491,0.429,Hall of Fame,Pittsburgh Pirates
1220,0.358,530,38,16,6,99,50,40,51,14,0.524,0.42,Hall of Fame,Pittsburgh Pirates
1221,0.293,551,29,12,4,86,45,31,15,13,0.41,0.349,Hall of Fame,St. Louis Browns
1223,0.341,532,20,9,2,45,31,13,6,5,0.427,0.38,Hall of Fame,Pittsburgh Pirates
1224,0.362,603,45,15,9,94,69,21,10,8,0.532,0.429,Hall of Fame,Pittsburgh Pirates
1225,0.308,496,16,6,2,60,31,17,41,15,0.376,0.351,Hall of Fame,New York Giants
1227,0.354,554,37,7,32,95,77,26,23,12,0.619,0.437,Hall of Fame,St. Louis Stars
1228,0.343,545,30,10,12,89,43,23,8,5,0.501,0.395,Hall of Fame,Brooklyn Dodgers
1229,0.343,366,18,6,2,63,11,8,11,3,0.443,0.37,Hall of Fame,Buffalo Bisons
1231,0.308,621,34,6,33,106,64,66,7,3,0.539,0.373,Hall of Fame,Chicago Cubs
1233,0.365,472,34,4,35,119,135,40,2,1,0.674,0.507,Hall of Fame,Boston Red Sox
1235,0.323,518,31,8,30,127,71,75,5,4,0.589,0.407,Hall of Fame,Chicago Cubs
1236,0.383,492,39,7,18,82,59,59,30,10,0.6,0.467,Hall of Fame,Philadelphia Stars
1237,0.304,576,30,6,28,107,64,77,10,5,0.523,0.373,Hall of Fame,New York Yankees
1239,0.305,558,33,2,30,93,97,69,12,7,0.534,0.407,Hall of Fame,Boston Red Sox
1241,0.331,533,28,11,5,71,64,45,16,14,0.453,0.407,Hall of Fame,New York Giants
1242,0.311,602,38,10,19,89,59,70,17,5,0.502,0.373,Hall of Fame,Milwaukee Brewers
2001,0.279,244,14,1,12,41,9,28,3,3,0.492,0.298,1998,Chicago White Sox
2002,0.268,123,7,1,2,9,10,34,2,1,0.39,0.326,1998,Colorado Rockies
2003,0.312,497,29,6,17,74,84,133,19,10,0.497,0.409,1998,Philadelphia Phillies
2009,0.278,557,28,2,17,78,65,77,8,3,0.427,0.355,1998,New York Mets
2010,0.274,259,15,3,6,33,37,40,4,3,0.425,0.372,1998,Texas Rangers
2011,0.289,287,15,3,5,28,19,59,8,6,0.415,0.349,1998,New York Mets
2014,0.312,584,34,5,38,124,84,87,11,3,0.582,0.399,1998,Houston Astros
2017,0.276,134,6,0,1,4,13,24,11,1,0.343,0.342,1998,Seattle Mariners
2021,0.294,622,41,7,15,79,29,80,8,3,0.455,0.325,1998,Anaheim Angels
2024,0.293,133,8,0,1,16,13,18,2,0,0.376,0.358,1998,Philadelphia Phillies
2029,0.266,413,27,2,9,49,31,62,3,3,0.407,0.319,1998,San Francisco Giants
2030,0.269,412,10,4,6,45,53,60,10,3,0.357,0.356,1998,Houston Astros
2035,0.304,540,33,1,34,111,109,90,19,7,0.557,0.424,1998,Houston Astros
2037,0.272,305,12,1,3,30,23,82,1,1,0.348,0.319,1998,Detroit Tigers
2046,0.273,293,16,1,18,41,18,52,1,1,0.519,0.318,1998,Arizona Diamondbacks
2054,0.274,420,29,2,10,49,27,62,0,4,0.424,0.317,1998,Seattle Mariners
2055,0.314,630,41,2,22,108,51,126,13,3,0.49,0.364,1998,Houston Astros
2057,0.328,609,48,2,49,152,81,84,6,4,0.655,0.399,1998,Chicago White Sox
2058,0.276,58,5,3,0,7,3,12,3,0,0.466,0.317,1998,Kansas City Royals
2060,0.322,286,21,1,3,36,34,39,11,4,0.434,0.396,1998,San Francisco Giants
2064,0.272,349,23,0,4,39,15,73,3,0,0.372,0.312,1998,Boston Red Sox
2067,0.313,182,11,0,2,21,26,46,3,0,0.407,0.393,1998,Florida Marlins
2070,0.314,299,17,1,13,52,31,50,3,1,0.508,0.387,1998,Houston Astros
2072,0.331,662,48,2,22,122,28,76,14,4,0.509,0.357,1998,Colorado Rockies
2073,0.325,646,51,2,20,88,64,113,50,8,0.503,0.403,1998,Houston Astros
2081,0.303,552,44,7,37,122,130,92,28,12,0.609,0.438,1998,San Francisco Giants
2084,0.282,181,13,2,2,28,15,36,6,1,0.409,0.35,1998,Cincinnati Reds
2092,0.279,409,29,3,8,57,42,99,5,3,0.423,0.351,1998,Boston Red Sox
2099,0.3,530,34,0,19,98,52,97,11,8,0.472,0.371,1998,New York Yankees
2100,0.283,152,4,1,0,5,9,18,4,0,0.322,0.323,1998,Pittsburgh Pirates
2101,0.291,347,17,7,14,48,30,95,4,5,0.501,0.348,1998,Chicago Cubs
2103,0.264,110,7,1,2,15,9,31,0,0,0.4,0.32,1998,Toronto Blue Jays
2106,0.282,216,14,4,10,42,22,43,5,5,0.523,0.349,1998,Boston Red Sox
2110,0.292,504,28,6,21,76,58,111,11,8,0.496,0.365,1998,San Francisco Giants
2114,0.28,261,16,5,3,22,18,27,6,2,0.414,0.325,1998,Montreal Expos
2124,0.295,105,7,0,7,29,6,13,1,0,0.562,0.322,1998,San Francisco Giants
2125,0.306,523,17,6,5,55,14,38,22,6,0.39,0.331,1998,Chicago White Sox
2126,0.272,302,21,1,7,52,43,45,1,1,0.417,0.365,1998,Cincinnati Reds
2127,0.319,645,28,4,46,144,40,89,5,9,0.589,0.362,1998,Colorado Rockies
2132,0.282,213,13,2,6,25,12,39,3,2,0.446,0.325,1998,Detroit Tigers
2140,0.321,604,31,1,14,68,79,88,10,4,0.445,0.402,1998,Milwaukee Brewers
2143,0.291,602,37,0,34,103,63,128,3,3,0.522,0.358,1998,Detroit Tigers
2144,0.305,554,41,1,23,102,72,97,1,0,0.507,0.384,1998,Texas Rangers
2145,0.285,186,12,1,5,24,13,32,5,5,0.441,0.33,1998,Texas Rangers
2148,0.307,166,11,2,3,23,10,34,4,3,0.452,0.361,1998,Atlanta Braves
2154,0.276,529,22,1,15,72,18,72,2,2,0.406,0.295,1998,Minnesota Twins
2155,0.276,602,27,6,6,32,73,59,15,6,0.37,0.357,1998,Cleveland Indians
2166,0.283,120,8,0,5,15,17,19,3,3,0.475,0.381,1998,Boston Red Sox
2169,0.299,67,5,0,2,14,1,6,0,0,0.463,0.304,1998,Toronto Blue Jays
2170,0.277,642,30,10,18,66,58,84,26,12,0.439,0.339,1998,Kansas City Royals
2174,0.327,452,29,1,28,89,44,108,7,6,0.582,0.388,1998,Baltimore Orioles
2177,0.292,530,43,1,38,115,73,139,3,0,0.592,0.385,1998,Toronto Blue Jays
2181,0.29,420,21,8,7,44,56,61,26,10,0.429,0.371,1998,St. Louis Cardinals
2186,0.287,551,39,3,3,56,21,51,11,7,0.385,0.321,1998,Anaheim Angels
2192,0.285,635,35,8,19,67,73,105,36,9,0.455,0.363,1998,Chicago White Sox
2194,0.271,594,38,2,27,100,39,112,15,5,0.478,0.332,1998,Detroit Tigers
2195,0.307,599,42,1,25,91,57,114,7,5,0.506,0.368,1998,Anaheim Angels
2202,0.329,164,9,4,7,21,7,31,7,4,0.561,0.354,1998,Detroit Tigers
2204,0.296,537,39,3,19,82,43,77,20,6,0.486,0.353,1998,Anaheim Angels
2208,0.253,182,6,1,1,36,18,31,1,0,0.313,0.32,1998,Houston Astros
2209,0.296,467,34,4,15,76,44,102,14,12,0.482,0.359,1998,Houston Astros
2214,0.321,486,36,2,9,72,45,53,13,8,0.459,0.387,1998,Toronto Blue Jays
2220,0.283,407,23,1,9,52,25,39,0,0,0.41,0.328,1998,Toronto Blue Jays
2222,0.282,588,45,3,22,90,47,112,27,14,0.481,0.337,1998,Florida Marlins
2224,0.253,146,9,0,3,14,11,28,0,1,0.377,0.306,1998,Cincinnati Reds
2226,0.277,502,21,6,9,44,43,97,14,7,0.396,0.355,1998,Arizona Diamondbacks
2229,0.273,161,7,2,1,13,23,26,0,1,0.36,0.366,1998,New York Mets
2231,0.287,557,33,2,28,96,44,125,10,8,0.504,0.34,1998,Cleveland Indians
2232,0.273,505,44,2,13,73,39,70,6,6,0.446,0.327,1998,Montreal Expos
2233,0.281,434,34,1,19,70,43,62,1,1,0.495,0.356,1998,Chicago Cubs
2234,0.305,555,27,1,44,121,63,146,7,6,0.595,0.397,1998,Atlanta Braves
2239,0.323,604,37,8,35,122,33,62,12,6,0.584,0.362,1998,Boston Red Sox
2242,0.295,562,28,0,27,110,81,102,2,2,0.489,0.384,1998,Oakland Athletics
2246,0.276,254,11,4,3,31,14,38,2,4,0.386,0.317,1998,New York Yankees
2247,0.279,678,28,7,8,49,42,89,23,6,0.376,0.325,1998,Philadelphia Phillies
2250,0.267,449,32,3,4,39,51,87,1,3,0.379,0.346,1998,San Diego Padres
2253,0.318,606,50,2,45,157,46,126,2,1,0.63,0.366,1998,Texas Rangers
2257,0.29,520,13,3,2,33,73,90,38,20,0.338,0.378,1998,Texas Rangers
2259,0.309,595,39,3,17,89,93,56,4,7,0.471,0.401,1998,Chicago Cubs
2264,0.278,630,33,4,35,100,50,142,35,12,0.51,0.334,1998,Toronto Blue Jays
2266,0.27,356,18,1,14,49,56,80,6,3,0.444,0.372,1998,Baltimore Orioles
2267,0.306,598,31,5,16,108,80,93,2,4,0.455,0.386,1998,Texas Rangers
2269,0.288,583,41,2,18,89,85,123,2,2,0.458,0.386,1998,Oakland Athletics
2270,0.284,633,33,3,56,146,76,121,20,5,0.611,0.365,1998,Seattle Mariners
2271,0.271,542,28,1,10,60,24,78,13,8,0.382,0.304,1998,Milwaukee Brewers
2273,0.272,589,21,1,10,62,26,73,18,5,0.362,0.311,1998,Los Angeles Dodgers
2275,0.324,623,37,7,38,109,42,95,11,9,0.589,0.371,1998,Montreal Expos
2276,0.284,402,14,9,2,27,14,63,8,2,0.378,0.307,1998,Montreal Expos
2278,0.277,264,15,1,1,22,24,25,1,4,0.352,0.337,1998,Atlanta Braves
2285,0.308,561,28,3,6,51,82,73,13,9,0.401,0.398,1998,Colorado Rockies
2295,0.314,105,6,0,6,17,3,17,0,0,0.543,0.327,1998,Texas Rangers
2296,0.276,359,23,1,12,43,43,58,0,0,0.446,0.359,1998,Boston Red Sox
2298,0.286,329,8,0,12,62,34,61,2,1,0.419,0.351,1998,San Francisco Giants
2301,0.315,530,37,1,25,97,53,54,3,3,0.53,0.38,1998,Colorado Rockies
2303,0.304,115,8,1,3,18,11,26,3,0,0.47,0.377,1998,Montreal Expos
2309,0.262,390,15,0,9,52,16,54,2,2,0.369,0.305,1998,San Diego Padres
2316,0.303,211,15,0,7,35,17,37,3,3,0.474,0.355,1998,Houston Astros
2317,0.284,612,37,4,25,85,63,101,3,3,0.48,0.355,1998,Detroit Tigers
2318,0.351,131,5,0,8,23,14,34,0,0,0.573,0.414,1998,Chicago Cubs
2324,0.262,267,12,0,15,56,38,50,0,1,0.476,0.358,1998,Baltimore Orioles
2328,0.255,255,7,1,9,33,13,53,2,2,0.396,0.29,1998,Chicago Cubs
2331,0.298,208,9,1,7,18,18,46,9,5,0.452,0.358,1998,Los Angeles Dodgers
2345,0.29,417,13,5,4,49,65,63,21,5,0.374,0.385,1998,San Francisco Giants
2346,0.294,483,22,3,8,48,29,27,11,3,0.402,0.331,1998,Philadelphia Phillies
2347,0.306,196,16,1,8,31,21,40,0,0,0.52,0.374,1998,Boston Red Sox
2349,0.324,626,25,8,19,84,57,119,30,6,0.481,0.384,1998,New York Yankees
2354,0.28,304,8,4,2,21,26,22,10,6,0.352,0.335,1998,Chicago Cubs
2357,0.271,582,33,8,31,90,40,129,27,4,0.515,0.321,1998,Atlanta Braves
2360,0.313,601,29,5,34,107,96,93,16,6,0.547,0.404,1998,Atlanta Braves
2365,0.316,564,34,7,25,91,40,66,17,5,0.534,0.368,1998,St. Louis Cardinals
2366,0.276,250,13,0,2,27,8,30,0,0,0.352,0.303,1998,Philadelphia Phillies
2367,0.298,439,30,1,13,80,51,44,1,2,0.453,0.37,1998,San Diego Padres
2369,0.28,540,39,2,21,88,76,98,9,3,0.476,0.363,1998,Cleveland Indians
2372,0.296,507,20,1,23,87,47,93,7,2,0.475,0.355,1998,Los Angeles Dodgers
2375,0.323,257,7,3,16,46,8,46,0,2,0.56,0.349,1998,Texas Rangers
2376,0.327,535,36,3,12,75,51,51,26,5,0.473,0.411,1998,Pittsburgh Pirates
2377,0.297,526,37,3,31,128,48,110,9,4,0.555,0.359,1998,San Francisco Giants
2383,0.274,427,29,1,18,70,56,66,5,3,0.473,0.359,1998,Atlanta Braves
2387,0.279,578,25,7,11,68,34,61,10,5,0.403,0.318,1998,Florida Marlins
2391,0.293,533,37,1,31,105,86,151,26,5,0.54,0.391,1998,St. Louis Cardinals
2392,0.276,584,39,2,12,66,39,88,10,3,0.411,0.325,1998,Colorado Rockies
